"AssemblyName","DllPath","TypeFullName","MethodName","MethodToken","StringToken","ILOffset","UserStringHeapOffset","UserStringEntryBytes","Value","Length","Class","AlreadyMapped"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x700003e6","37","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x70000404","67","1028","4",".","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x70000408","72","1032","8"," . ","3","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x70000410","84","1040","32","ERROR ID :     ","15","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x70000430","96","1072","6","[ ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_ErrorID_Details","0x06000005","0x70000436","116","1078","6"," ]","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x7000043c","102","1084","38","                  ","18","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x70000462","114","1122","10","[   ","4","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x7000046c","128","1132","52","  MORE  LINES  HIDDEN   ]","25","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004a0","316","1184","22","AtTheGates","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004a0","338","1184","22","AtTheGates","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700003e6","343","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x70000408","384","1032","8"," . ","3","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004b6","408","1206","8","   ","3","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004be","433","1214","12","  .  ","5","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004ca","458","1226","6","( ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004d0","479","1232","4",",","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004d4","484","1236","6",", ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004da","497","1242","6","  ","2","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004da","518","1242","6","  ","2","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004d4","544","1236","6",", ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004d0","552","1232","4",",","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004d4","601","1236","6",", ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004e0","730","1248","6"," )","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004e6","789","1254","62","                              ","30","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStack","0x06000006","0x700004be","867","1214","12","  .  ","5","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x70000524","24","1316","14","   at ","6","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x70000532","32","1330","12","  at ","5","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x7000053e","40","1342","10"," in ","4","Review","True"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x70000548","83","1352","6","C:","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x700003e6","121","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x700003e6","146","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x7000054e","160","1358","12",".ctor","5","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x7000055a","165","1370","8","NEW","3","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x700003e6","234","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x700004a0","325","1184","22","AtTheGates","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","BuildCrashMessage_CallStackPartsForEachLine","0x06000007","0x70000562","339","1378","18","ElfTools","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000574","14","1396","92","---------------------------------------------","45","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x700003e6","26","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x700005d0","38","1488","32","GAME VERSION : ","15","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x700005f0","55","1520","26","-2020 July 1","12","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x7000060a","72","1546","24","PLATFORM : ","11","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000622","84","1570","8","XNA","3","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x7000062a","101","1578","40","OPERATING SYSTEM : ","19","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000652","130","1618","38","SYSTEM LANGUAGE : ","18","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x700003e6","164","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000574","176","1396","92","---------------------------------------------","45","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x700003e6","188","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000678","200","1656","16","Program","7","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RunGame","0x06000008","0x70000688","212","1672","20"," - Main()","9","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RetrieveAndCacheVersion","0x0600000a","0x7000069c","79","1692","4","v","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RetrieveAndCacheVersion","0x0600000a","0x70000404","103","1028","4",".","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RetrieveAndCacheVersion","0x0600000a","0x70000404","127","1028","4",".","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RetrieveAndCacheVersion","0x0600000a","0x70000404","151","1028","4",".","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.ProgramCommon","RetrieveAndCacheVersion","0x0600000a","0x700006a0","222","1696","6",".0","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006a6","41","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006b8","53","1720","22"," - CREATED","10","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006ce","86","1742","16","Content","7","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006a6","142","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006de","154","1758","58"," - GAME.Init_ProgramLaunched","28","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006a6","177","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x70000718","189","1816","66"," - Settings.Init_ProgramLaunched","32","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006a6","213","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x7000075a","225","1882","70"," - Settings.ReadUnlockedFactionIDs","34","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700006a6","254","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700007a0","266","1952","58"," - new GraphicsDeviceManager","28","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700007da","320","2010","24","Title Music","11","Review","True"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x700007f2","341","2034","24","Event Music","11","Review","True"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x7000080a","362","2058","18","Ambience","8","Technical","True"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore",".ctor","0x0600000f","0x7000081c","383","2076","24","SoundEffect","11","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x700006a6","94","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x70000834","106","2100","56"," - Graphics Changes Applied","27","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x700006a6","250","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x7000086c","262","2156","50"," - ElfGlobal Initialized","24","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x700006a6","296","1702","18","GameCore","8","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x7000089e","308","2206","52"," - ATGApplication Created","25","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x700003e6","325","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Initialize","0x06000010","0x700008d2","342","2258","100","Images/Interface/Components/Fonts/SegoeUI_15_Bold","49","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","TakeScreenshot","0x06000013","0x70000936","1","2358","24","Screenshots","11","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","TakeScreenshot","0x06000013","0x7000094e","133","2382","24","/ScreenShot","11","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","TakeScreenshot","0x06000013","0x70000966","145","2406","10",".png","4","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","TakeScreenshot","0x06000013","0x7000094e","167","2382","24","/ScreenShot","11","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","TakeScreenshot","0x06000013","0x70000966","179","2406","10",".png","4","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","GetFactionDataFilePath","0x06000017","0x70000970","6","2416","52","/Settings/FactionData.dat","25","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","CreateFactionDataFile","0x0600001b","0x700009a4","31","2468","98","Unable to overwrite existing Faction Data file: ","48","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","CreateLoadingBar","0x0600001c","0x70000a06","9","2566","36","Images/WhitePixel","17","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","CreateLoadingBar","0x0600001c","0x70000a06","14","2566","36","Images/WhitePixel","17","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a2a","176","2602","8","0.0","3","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x700004d4","254","1236","6",", ","2","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a32","544","2610","24"," TURNS LEFT","11","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a4a","691","2634","16","  ...  ","7","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a2a","725","2602","8","0.0","3","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a5a","735","2650","4","%","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x700003e6","747","998","2","","0","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a5e","755","2654","4","
","1","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a62","889","2658","22","RECORDING
","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000a78","912","2680","46","*** PAUSED ***
NOTE: [","22","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.GameCore","Draw","0x06000022","0x70000aa6","923","2726","4","]","1","Review","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.REFERENCE_FOR_JON","SaveData","0x06000024","0x70000aaa","16","2730","22","XXXXXXXXXX","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.REFERENCE_FOR_JON","LoadData","0x06000025","0x70000aaa","16","2730","22","XXXXXXXXXX","10","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.REFERENCE_FOR_JON",".ctor","0x06000028","0x70000ac0","1","2752","14","__Data","6","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.REFERENCE_FOR_JON",".ctor","0x06000028","0x70000ace","12","2766","26","__References","12","Technical","False"
"AtTheGatesGame.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesGame.original.exe","AtTheGatesGame.XXXXXXXXXXXXXClass","LoadXXXXXXXXXXXXXClasss","0x0600002d","0x70000ae8","116","2792","38","XXXXXXXXXXXXXClass","18","Technical","False"
