"AssemblyName","DllPath","TypeFullName","MethodName","MethodToken","StringToken","ILOffset","UserStringHeapOffset","UserStringEntryBytes","Value","Length","Class","AlreadyMapped"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.Situation","ToString","0x0600006f","0x70000125","64","293","4",")","1","CommonDisplayCandidate","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700001f8","0","504","64","HELPTIP_MainMenuAlphaTesterInfo","31","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000238","15","568","42","HELPTIP_WelcomeToAtG","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000262","30","610","50","HELPTIP_BasicGameSummary","24","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000294","45","660","62","HELPTIP_WhatToDoOnTheFirstTurn","30","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700002d2","60","722","80","HELPTIP_WhatToDoOnTheFirstTurnContinued","39","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000322","75","802","46","HELPTIP_BasicGameRules","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000350","90","848","76","HELPTIP_InterfaceAndBasicGameControls","37","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000039c","105","924","94","HELPTIP_InterfaceAndBasicGameControlsContinued","46","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700003fa","120","1018","46","HELPTIP_BasicEconomics","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000428","135","1064","64","HELPTIP_BasicEconomicsContinued","31","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000468","150","1128","34","HELPTIP_HowToWin","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000048a","165","1162","52","HELPTIP_HowToWinContinued","25","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700004be","180","1214","50","HELPTIP_FoundingAKingdom","24","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700004f0","195","1264","44","HELPTIP_TheSettlement","21","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000051c","210","1308","30","HELPTIP_TheMap","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000053a","225","1338","28","HELPTIP_Clans","13","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000556","240","1366","40","HELPTIP_Professions","19","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000057e","255","1406","28","HELPTIP_Units","13","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000059a","270","1434","34","HELPTIP_Research","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700005bc","285","1468","50","HELPTIP_TheOtherFactions","24","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700005ee","300","1518","36","HELPTIP_Diplomacy","17","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000612","315","1554","36","HELPTIP_Resources","17","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000636","330","1590","26","HELPTIP_Food","12","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000650","345","1616","56","HELPTIP_HarvestingResources","27","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000688","360","1672","42","HELPTIP_BasicWarfare","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700006b2","375","1714","46","HELPTIP_TheWorldScreen","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700006e0","390","1760","42","HELPTIP_OtherScreens","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000070a","405","1802","42","HELPTIP_AtGsTooltips","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000734","420","1844","68","HELPTIP_AdvancedInterfaceConcepts","33","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000778","435","1912","52","HELPTIP_ControlAndBorders","25","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700007ac","450","1964","38","HELPTIP_Structures","18","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700007d2","465","2002","32","HELPTIP_Terrain","15","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700007f2","480","2034","52","HELPTIP_SeasonsAndWeather","25","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000826","495","2086","38","HELPTIP_TheCaravan","18","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000084c","510","2124","30","HELPTIP_Supply","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000086a","525","2154","32","HELPTIP_Sendoff","15","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000088a","540","2186","46","HELPTIP_Tutorial_Turn1","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700008b8","555","2232","70","HELPTIP_Tutorial_ClansScreenOpened","34","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700008fe","570","2302","46","HELPTIP_Tutorial_10sec","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000092c","585","2348","46","HELPTIP_Tutorial_20sec","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x7000095a","600","2394","76","HELPTIP_Tutorial_ResearchScreenOpened","37","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700009a6","615","2470","26","SettlingDown","12","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700009c0","630","2496","32","OccupyingCities","15","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x700009e0","645","2528","66","IntrudingInAnotherPlayersControl","32","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000a22","660","2594","24","CombatInAtG","11","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000a3a","675","2618","40","MeetingOtherPlayers","19","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000a62","690","2658","34","MeetingTheRomans","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000a84","705","2692","42","MeetingNeutralTribes","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000aae","720","2734","30","MeetingBandits","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000acc","735","2764","48","DegradationOfStructures","23","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000afc","750","2812","56","IdentifyingResourceDeposits","27","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000b34","765","2868","34","RunningOutOfFood","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000b56","780","2902","48","TheChangingOfTheSeasons","23","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000b86","795","2950","58","EncampingToAvoidSupplyDamage","28","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000bc0","810","3008","52","KeepingYourArmiesSupplied","25","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000bf4","825","3060","44","GettingInfoAboutATile","21","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000c20","840","3104","14","UITips","6","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000c2e","855","3118","32","MovingYourTribe","15","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000c4e","870","3150","62","MoreAboutDepositsAndStructures","30","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000c8c","885","3212","56","FindingUnidentifiedDeposits","27","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000cc4","900","3268","34","HowToGetMoreFood","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000ce6","915","3302","40","KeepingYourTribeFed","19","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000d0e","930","3342","54","MoreAboutTheTrainingScreen","26","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000d44","945","3396","28","TrainingClans","13","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000d60","960","3424","58","MoreAboutStudyingProfessions","28","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000d9a","975","3482","48","MoreAboutTheStudyScreen","23","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000dca","990","3530","46","LearningNewProfessions","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000df8","1005","3576","40","TheTurnAgendaButton","19","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000e20","1020","3616","34","WhatToTrainFirst","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000e42","1035","3650","42","MoreAboutProfessions","20","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000e6c","1050","3692","30","MoreAboutClans","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000e8a","1065","3722","34","GettingMoreClans","16","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000eac","1080","3756","30","HowDoClansWork","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000eca","1095","3786","46","ManagingYourSettlement","22","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000ef8","1110","3832","50","FindingDesertedLocations","24","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000f2a","1125","3882","30","MoreBasicRules","14","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000f48","1140","3912","28","BasicControls","13","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000f64","1155","3940","32","WhatsOnMyScreen","15","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.TipID",".cctor","0x06000078","0x70000f84","1170","3972","26","WelcomeToAtG","12","Technical","False"
"AtTheGatesCommon.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesCommon.original.dll","AtTheGatesCommon.ns_Enums.EnumQuickLookup`1","Add","0x0600007b","0x70000f9e","1","3998","58","This collection is read-only","28","CommonDisplayCandidate","False"
