"AssemblyName","DllPath","TypeFullName","MethodName","MethodToken","StringToken","ILOffset","UserStringHeapOffset","UserStringEntryBytes","Value","Length","Class","AlreadyMapped"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700004b1","351","1201","92","Images/Interface/Icons/Notifications/_Generic","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x7000050d","368","1293","98","Images/Interface/Icons/Notifications/ClanMessage","48","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x7000050d","385","1293","98","Images/Interface/Icons/Notifications/ClanMessage","48","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x7000056f","402","1391","94","Images/Interface/Icons/Notifications/ClanCrime","46","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x7000050d","419","1293","98","Images/Interface/Icons/Notifications/ClanMessage","48","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700005cd","436","1485","112","Images/Interface/Icons/Notifications/Structure_Pillaged","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x7000063d","453","1597","108","Images/Interface/Icons/Notifications/ResearchFinished","53","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700006a9","470","1705","108","Images/Interface/Icons/Notifications/TrainingFinished","53","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000715","487","1813","112","Images/Interface/Icons/Notifications/Deposit_Discovered","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000785","504","1925","112","Images/Interface/Icons/Notifications/Deposit_Identified","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000785","521","1925","112","Images/Interface/Icons/Notifications/Deposit_Identified","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700004b1","538","1201","92","Images/Interface/Icons/Notifications/_Generic","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000785","555","1925","112","Images/Interface/Icons/Notifications/Deposit_Identified","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700007f5","572","2037","100","Images/Interface/Icons/Notifications/RomanRequest","49","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000859","589","2137","90","Images/Interface/Icons/Notifications/Weather","44","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700008b3","606","2227","102","Images/Interface/Icons/Notifications/RomanCivilWar","50","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000919","623","2329","104","Images/Interface/Icons/Notifications/PlagueImminent","51","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000981","640","2433","88","Images/Interface/Icons/Notifications/Plague","43","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700009d9","657","2521","102","Images/Interface/Icons/Notifications/VolcanoActive","50","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000a3f","674","2623","104","Images/Interface/Icons/Notifications/VolcanoErupted","51","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000aa7","691","2727","104","Images/Interface/Icons/Notifications/VolcanoDormant","51","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700004b1","708","1201","92","Images/Interface/Icons/Notifications/_Generic","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000b0f","726","2831","98","Images/Interface/Icons/Notifications/ClanArrived","48","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000b71","775","2929","108","Images/Interface/Icons/Notifications/ClanHappiness_Up","53","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000bdd","792","3037","112","Images/Interface/Icons/Notifications/ClanHappiness_Down","55","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000c4d","859","3149","114","Images/Interface/Icons/Notifications/Structure_Abandoned","56","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700004b1","900","1201","92","Images/Interface/Icons/Notifications/_Generic","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000cbf","914","3263","80","Art not defined for Notification type [","39","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x70000d0f","930","3343","6","].","2","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetIconTexture","0x06000029","0x700004b1","947","1201","92","Images/Interface/Icons/Notifications/_Generic","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000d15","242","3349","72","/Audio/Music/05 - First Meeting.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000d5d","254","3421","80","/Audio/Music/06 - The Meeting After.ogg","39","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","279","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","290","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000df5","301","3573","76","/Audio/Music/12 - Short - Caravan.ogg","37","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","319","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","330","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","341","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000e41","352","3649","78","/Audio/Music/04 - Short - New Clan.ogg","38","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000e8f","363","3727","74","/Audio/Music/16 - Short - Desire.ogg","36","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000e8f","374","3727","74","/Audio/Music/16 - Short - Desire.ogg","36","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000ed9","385","3801","72","/Audio/Music/15 - Short - Crime.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000f21","403","3873","80","/Audio/Music/18 - Short - Depletion.ogg","39","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000f71","414","3953","78","/Audio/Music/14 - Short - Research.ogg","38","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000fbf","425","4031","80","/Audio/Music/13 - Short - Structure.ogg","39","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","436","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","447","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","458","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","469","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","480","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x7000100f","491","4111","92","/Audio/SFX/Notifications/Diplomacy_Romans.ogg","45","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","502","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","513","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","524","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","535","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","546","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","557","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","568","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x7000106b","579","4203","76","/Audio/Music/19 - Short - Weather.ogg","37","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000dad","626","3501","72","/Audio/Music/11 - Short - Event.ogg","35","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x700010b7","637","4279","70","/Audio/Music/17 - Short - Feud.ogg","34","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000f21","698","3873","80","/Audio/Music/18 - Short - Depletion.ogg","39","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000f21","733","3873","80","/Audio/Music/18 - Short - Depletion.ogg","39","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x700010fd","742","4349","94","Sound path not defined for Notification type [","46","TooltipFragment","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000d0f","758","3343","6","].","2","SafeUI","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetSoundPath","0x0600002b","0x70000059","774","89","2","","0","Technical","False"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetEndTurnButtonLabel","0x0600002c","0x7000115b","84","4443","30","Clans Are Idle","14","SafeUI","True"
"AtTheGatesUI.original","C:\Users\98538\Documents\AtTheGateChinese\source\AtTheGatesUI.original.dll","AtTheGatesUI.ns_Notifications.Notification","GetEndTurnButtonLabel","0x0600002c","0x70001179","92","4473","38","Settlement is Idle","18","SafeUI","True"
